car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Hyundai i20,Hyundai,i20,5,34000,Dealer,Diesel,Manual,21.19,1396.0,88.73,12.7,5.0,725000
Honda Civic,Honda,Civic,12,65000,Dealer,Petrol,Automatic,12.9,1799.0,130.0,12.7,5.0,225000
Maruti Wagon R,Maruti,Wagon R,5,29000,Dealer,Petrol,Automatic,20.51,998.0,67.0,200.0,5.0,450000
Maruti Swift Dzire,Maruti,Swift Dzire,8,43000,Dealer,Petrol,Automatic,17.4,1197.0,85.8,200.0,5.0,445000
Maruti Ciaz,Maruti,Ciaz,3,49000,Dealer,Petrol,Automatic,19.12,1373.0,91.1,12.7,5.0,811000
Skoda Octavia,Skoda,Octavia,5,30000,Dealer,Petrol,Automatic,14.7,1798.0,177.5,24.0,5.0,1050000
Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,18.15,1198.0,82.0,170.0,5.0,400000
Maruti Vitara,Maruti,Vitara,3,47000,Dealer,Diesel,Automatic,24.3,1248.0,88.5,250.0,5.0,990000
Maruti Alto,Maruti,Alto,12,35000,Individual,Petrol,Manual,19.7,796.0,46.3,190.0,5.0,100000
Ford Figo,Ford,Figo,7,67700,Dealer,Diesel,Manual,20.0,1399.0,68.05,170.0,5.0,285000
Volkswagen Polo,Volkswagen,Polo,2,20000,Individual,Petrol,Manual,18.78,999.0,75.0,200.0,5.0,550000
Porsche Cayenne,Porsche,Cayenne,6,38000,Dealer,Diesel,Automatic,13.5,2967.0,240.0,91.0,5.0,6300000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,21.63,998.0,67.0,170.0,5.0,500000
Hyundai Verna,Hyundai,Verna,8,75842,Dealer,Diesel,Automatic,22.32,1582.0,126.32,113.0,5.0,625000
Hyundai i20,Hyundai,i20,4,41394,Dealer,Petrol,Manual,17.0,1197.0,80.0,113.0,5.0,640000
Ford Aspire,Ford,Aspire,6,90000,Individual,Diesel,Manual,25.83,1498.0,99.0,190.0,5.0,480000
Volkswagen Polo,Volkswagen,Polo,9,91000,Dealer,Diesel,Manual,22.07,1199.0,73.9,170.0,5.0,385000
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493.0,70.0,24.0,7.0,750000
Maruti Swift,Maruti,Swift,5,80000,Individual,Petrol,Manual,20.4,1197.0,81.8,200.0,5.0,510000
BMW 5,BMW,5,11,93800,Dealer,Diesel,Automatic,16.73,2993.0,88.5,12.7,5.0,1450000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3,10000,Dealer,Diesel,Automatic,17.9,2143.0,170.0,170.0,5.0,4950000
Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,22.74,796.0,88.5,91.0,5.0,200000
Audi A4,Audi,A4,9,38000,Individual,Diesel,Automatic,15.2,1968.0,140.8,113.0,5.0,1175000
Hyundai Grand,Hyundai,Grand,5,58000,Dealer,Diesel,Manual,24.0,1186.0,73.97,12.7,5.0,360000
Hyundai Grand,Hyundai,Grand,7,54000,Dealer,Petrol,Manual,18.9,1197.0,82.0,170.0,5.0,365000
Honda WR-V,Honda,WR-V,4,70000,Individual,Diesel,Manual,25.5,1498.0,98.6,190.0,5.0,760000
Hyundai Verna,Hyundai,Verna,3,110000,Individual,Diesel,Manual,22.0,1582.0,126.2,200.0,5.0,900000
Maruti Swift Dzire,Maruti,Swift Dzire,7,87500,Individual,Diesel,Manual,23.4,1248.0,74.0,113.0,5.0,560000
Maruti Ciaz,Maruti,Ciaz,2,14000,Dealer,Petrol,Manual,21.56,1462.0,103.25,91.0,5.0,825000
Tata Hexa,Tata,Hexa,4,93000,Dealer,Diesel,Manual,17.6,2179.0,153.86,250.0,7.0,985000
Datsun RediGO,Datsun,RediGO,5,36000,Dealer,Petrol,Manual,22.7,799.0,53.64,200.0,5.0,235000
Tata Nexon,Tata,Nexon,3,60000,Individual,Diesel,Manual,21.5,1497.0,108.5,12.7,5.0,900000
Maruti Alto,Maruti,Alto,1,10000,Individual,Petrol,Manual,22.05,796.0,47.3,24.0,5.0,350000
Honda City,Honda,City,7,84000,Individual,Diesel,Manual,26.0,1498.0,88.5,24.0,5.0,400000
Ford Ecosport,Ford,Ecosport,8,56260,Dealer,Petrol,Manual,18.88,999.0,88.5,91.0,5.0,499000
Maruti Swift,Maruti,Swift,5,36000,Dealer,Petrol,Manual,20.4,1197.0,81.8,200.0,5.0,421000
Honda Amaze,Honda,Amaze,3,10000,Individual,Petrol,Automatic,19.0,1199.0,88.76,250.0,5.0,725000
Maruti Alto,Maruti,Alto,10,38643,Dealer,Petrol,Manual,20.92,998.0,67.1,190.0,5.0,180000
Maruti Alto,Maruti,Alto,10,40256,Dealer,Petrol,Manual,19.7,796.0,46.3,250.0,5.0,138000
Honda Amaze,Honda,Amaze,6,80000,Individual,Petrol,Manual,18.0,1198.0,86.7,170.0,5.0,350000
Hyundai Verna,Hyundai,Verna,7,65694,Dealer,Petrol,Manual,17.01,1591.0,121.3,24.0,5.0,510000
Jeep Compass,Jeep,Compass,3,60000,Dealer,Diesel,Manual,17.1,1956.0,170.0,12.7,5.0,1745000
Hyundai i20,Hyundai,i20,2,15000,Individual,Diesel,Manual,22.54,1396.0,88.76,200.0,5.0,700000
Maruti Swift,Maruti,Swift,6,62500,Individual,Diesel,Manual,25.2,1248.0,74.0,170.0,5.0,460000
Maruti Swift Dzire,Maruti,Swift Dzire,4,48518,Dealer,Diesel,Manual,19.3,1248.0,73.9,200.0,5.0,725000
Maruti Wagon R,Maruti,Wagon R,9,54000,Dealer,Petrol,Manual,18.9,998.0,67.1,12.7,5.0,290000
Maruti Alto,Maruti,Alto,9,79000,Dealer,Petrol,Manual,19.7,796.0,46.3,91.0,5.0,200000
Maruti Swift,Maruti,Swift,8,40147,Dealer,Diesel,Manual,28.4,1248.0,88.5,200.0,5.0,520000
Hyundai Grand,Hyundai,Grand,6,100000,Individual,Petrol,Manual,18.9,1197.0,82.0,113.0,5.0,400000
Ford Figo,Ford,Figo,10,120000,Individual,Diesel,Manual,20.0,1399.0,68.0,12.7,5.0,150000
Ford Figo,Ford,Figo,10,80000,Individual,Diesel,Manual,20.0,1399.0,68.0,113.0,5.0,145000
Maruti S-Presso,Maruti,S-Presso,2,5000,Individual,Petrol,Manual,21.7,998.0,67.0,12.7,5.0,455000
Hyundai i20,Hyundai,i20,7,69000,Dealer,Diesel,Manual,22.54,1396.0,88.5,200.0,5.0,599000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,23000,Dealer,Petrol,Automatic,10.93,3498.0,272.0,170.0,2.0,1996000
Maruti Swift,Maruti,Swift,13,86000,Dealer,Diesel,Manual,17.8,1248.0,75.0,12.7,5.0,280000
Hyundai i20,Hyundai,i20,5,30000,Individual,Petrol,Manual,18.6,1197.0,81.83,113.0,5.0,600000
Ford Ecosport,Ford,Ecosport,6,53000,Dealer,Petrol,Automatic,14.7,1496.0,120.69,170.0,5.0,625000
Honda City,Honda,City,1,4386,Dealer,Petrol,Manual,17.4,1497.0,117.6,250.0,5.0,1250000
Jaguar XF,Jaguar,XF,7,28001,Dealer,Diesel,Automatic,16.36,2179.0,187.7,12.7,5.0,1895000
Skoda Superb,Skoda,Superb,8,55572,Dealer,Petrol,Automatic,13.7,1798.0,157.75,91.0,5.0,1065000
Hyundai Verna,Hyundai,Verna,11,122661,Individual,Petrol,Manual,16.2,1599.0,103.2,113.0,5.0,150000
Honda Civic,Honda,Civic,11,80000,Individual,Petrol,Manual,13.5,1799.0,130.0,170.0,5.0,240000
Maruti Swift,Maruti,Swift,4,51234,Dealer,Petrol,Manual,20.4,1197.0,81.8,24.0,5.0,445000
Maruti Vitara,Maruti,Vitara,1,50000,Individual,Diesel,Manual,24.3,1248.0,88.5,170.0,5.0,775000
Honda Amaze,Honda,Amaze,8,119462,Dealer,Diesel,Manual,24.7,1498.0,88.5,250.0,5.0,425000
Hyundai Verna,Hyundai,Verna,10,8000,Dealer,Petrol,Manual,17.01,1591.0,121.3,190.0,5.0,550000
Maruti Ciaz,Maruti,Ciaz,5,40000,Dealer,Diesel,Manual,28.09,1248.0,88.5,24.0,5.0,595000
Datsun RediGO,Datsun,RediGO,4,35000,Individual,Petrol,Manual,22.5,999.0,67.0,200.0,5.0,250000
Hyundai i20,Hyundai,i20,10,23000,Dealer,Petrol,Manual,18.5,1197.0,80.0,200.0,5.0,340000
Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197.0,82.0,250.0,5.0,410000
Honda Amaze,Honda,Amaze,2,13000,Dealer,Diesel,Automatic,21.0,1498.0,78.9,91.0,5.0,930000
Hyundai Verna,Hyundai,Verna,6,52000,Dealer,Diesel,Manual,23.9,1248.0,126.2,113.0,5.0,695000
Datsun RediGO,Datsun,RediGO,4,10000,Individual,Petrol,Manual,22.7,799.0,53.64,200.0,5.0,350000
Hyundai i20,Hyundai,i20,8,70000,Individual,Diesel,Manual,21.9,1396.0,88.76,250.0,5.0,310000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,25000,Individual,Diesel,Automatic,10.0,2148.0,170.0,113.0,5.0,2100000
Honda City,Honda,City,4,70000,Dealer,Diesel,Manual,25.6,1498.0,97.9,170.0,5.0,875000
Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Cng,Manual,26.6,998.0,58.16,24.0,5.0,400000
Maruti Swift Dzire,Maruti,Swift Dzire,5,67004,Dealer,Diesel,Manual,19.3,1248.0,73.9,250.0,5.0,585000
Maruti Swift Dzire,Maruti,Swift Dzire,10,35000,Dealer,Petrol,Manual,17.5,1298.0,85.8,170.0,5.0,350000
Hyundai Venue,Hyundai,Venue,2,21280,Dealer,Diesel,Manual,23.7,1396.0,88.76,200.0,5.0,900000
Mahindra Scorpio,Mahindra,Scorpio,7,100000,Dealer,Diesel,Manual,12.05,2179.0,120.0,170.0,8.0,590000
Hyundai Verna,Hyundai,Verna,2,8836,Individual,Petrol,Manual,17.0,1591.0,121.3,12.7,5.0,1171000
Maruti XL6,Maruti,XL6,1,9500,Dealer,Petrol,Automatic,17.99,1462.0,103.2,170.0,6.0,1185000
Hyundai Santro,Hyundai,Santro,1,8268,Dealer,Petrol,Manual,20.3,1086.0,68.07,170.0,5.0,445000
Audi Q7,Audi,Q7,9,130000,Dealer,Diesel,Automatic,12.07,2967.0,241.4,24.0,7.0,1950000
Maruti Swift,Maruti,Swift,6,89000,Dealer,Diesel,Manual,25.2,1248.0,74.0,91.0,5.0,565000
Volkswagen Polo,Volkswagen,Polo,10,64471,Dealer,Petrol,Manual,15.26,1598.0,103.5,12.7,5.0,285000
Hyundai Grand,Hyundai,Grand,5,45000,Dealer,Petrol,Manual,19.62,1197.0,82.0,170.0,5.0,420000
Mahindra Scorpio,Mahindra,Scorpio,5,46400,Dealer,Diesel,Manual,15.4,2179.0,120.0,170.0,7.0,1150000
Skoda Rapid,Skoda,Rapid,7,36000,Dealer,Diesel,Manual,20.5,1598.0,103.5,250.0,5.0,530000
Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Petrol,Automatic,19.12,1373.0,91.1,91.0,5.0,625000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,44000,Dealer,Petrol,Automatic,14.74,1991.0,181.03,12.7,5.0,2525000
Tata Tigor,Tata,Tigor,4,25000,Individual,Diesel,Manual,24.7,1047.0,69.0,200.0,5.0,600000
Hyundai Elantra,Hyundai,Elantra,7,62000,Dealer,Diesel,Automatic,14.62,1493.0,113.42,113.0,5.0,690000
Datsun GO,Datsun,GO,4,31000,Dealer,Petrol,Manual,20.63,1198.0,67.0,200.0,5.0,285000
Maruti Alto,Maruti,Alto,8,60000,Individual,Petrol,Manual,22.74,796.0,47.3,250.0,5.0,185000
Hyundai Verna,Hyundai,Verna,6,120000,Individual,Diesel,Manual,23.9,1582.0,126.2,250.0,5.0,660000
Hyundai Grand,Hyundai,Grand,6,15000,Individual,Petrol,Manual,18.9,1197.0,82.0,190.0,5.0,470000
Hyundai Grand,Hyundai,Grand,6,20000,Individual,Petrol,Manual,18.9,1197.0,82.0,12.7,5.0,450000
Maruti Swift,Maruti,Swift,4,50000,Dealer,Diesel,Manual,28.4,1248.0,74.0,170.0,5.0,650000
Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,14.0,1061.0,64.0,190.0,5.0,78000
Volkswagen Vento,Volkswagen,Vento,9,19519,Individual,Petrol,Manual,15.04,1598.0,103.6,250.0,5.0,347000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,74024,Dealer,Petrol,Automatic,12.3,1796.0,185.0,190.0,5.0,1095000
Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498.0,98.6,12.7,5.0,350000
Maruti Swift Dzire,Maruti,Swift Dzire,11,110000,Individual,Diesel,Manual,19.3,1248.0,73.9,200.0,5.0,280000
Mahindra Bolero,Mahindra,Bolero,12,120000,Individual,Diesel,Manual,13.6,2523.0,63.0,190.0,7.0,525000
Honda City,Honda,City,5,56000,Dealer,Diesel,Manual,26.0,1498.0,98.6,170.0,5.0,590000
Mahindra XUV500,Mahindra,XUV500,6,80000,Individual,Diesel,Manual,16.0,2179.0,140.0,113.0,7.0,1100000
Hyundai Grand,Hyundai,Grand,5,68000,Dealer,Diesel,Manual,24.0,1120.0,70.0,113.0,5.0,399000
Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,13.5,2179.0,115.0,91.0,5.0,400000
Maruti Baleno,Maruti,Baleno,4,44000,Individual,Petrol,Manual,21.4,1197.0,83.1,12.7,5.0,570000
Hyundai i20,Hyundai,i20,7,100000,Individual,Diesel,Manual,22.54,1396.0,88.73,190.0,5.0,500000
Honda WR-V,Honda,WR-V,3,24000,Dealer,Petrol,Manual,17.5,1199.0,88.5,170.0,5.0,775000
Maruti Ciaz,Maruti,Ciaz,4,45185,Dealer,Diesel,Manual,28.09,1248.0,88.5,200.0,5.0,875000
Hyundai Verna,Hyundai,Verna,6,27900,Dealer,Petrol,Manual,17.43,1396.0,105.5,24.0,5.0,480000
Skoda Octavia,Skoda,Octavia,6,99000,Dealer,Diesel,Automatic,19.3,1968.0,141.0,200.0,5.0,1399000
Honda City,Honda,City,11,65000,Dealer,Petrol,Manual,19.62,1497.0,118.0,200.0,5.0,295000
Hyundai i10,Hyundai,i10,9,50000,Individual,Petrol,Manual,20.36,1197.0,78.9,91.0,5.0,350000
Hyundai Verna,Hyundai,Verna,4,22000,Individual,Petrol,Manual,17.01,1591.0,121.3,170.0,5.0,875000
Maruti Alto,Maruti,Alto,14,49251,Dealer,Petrol,Manual,19.7,796.0,46.3,12.7,5.0,175000
Toyota Innova,Toyota,Innova,9,130000,Individual,Diesel,Manual,12.99,2494.0,100.0,170.0,7.0,700000
Audi A4,Audi,A4,10,95000,Dealer,Petrol,Automatic,15.64,1798.0,167.62,113.0,5.0,1000000
Mahindra XUV500,Mahindra,XUV500,3,27300,Individual,Diesel,Automatic,15.1,2179.0,152.87,113.0,7.0,1605000
Hyundai Santro,Hyundai,Santro,13,66403,Dealer,Petrol,Manual,17.92,1086.0,62.1,91.0,5.0,185000
Renault KWID,Renault,KWID,4,8905,Dealer,Petrol,Manual,25.17,799.0,53.3,91.0,5.0,349000
Volkswagen Polo,Volkswagen,Polo,5,39000,Dealer,Petrol,Manual,19.62,1198.0,88.5,113.0,5.0,525000
Volkswagen Vento,Volkswagen,Vento,7,59000,Dealer,Petrol,Manual,15.04,1598.0,103.6,170.0,5.0,450000
Skoda Rapid,Skoda,Rapid,6,47000,Dealer,Petrol,Manual,15.0,1598.0,103.5,190.0,5.0,485000
Skoda Superb,Skoda,Superb,11,37900,Dealer,Petrol,Automatic,13.7,1798.0,157.75,12.7,5.0,845000
Maruti Wagon R,Maruti,Wagon R,14,53000,Individual,Petrol,Manual,18.9,998.0,67.1,170.0,5.0,130000
Maruti Swift,Maruti,Swift,1,10000,Individual,Petrol,Manual,21.21,1197.0,81.8,190.0,5.0,615000
Tata Tiago,Tata,Tiago,3,36313,Dealer,Petrol,Manual,23.84,1199.0,84.0,24.0,5.0,441000
Hyundai Creta,Hyundai,Creta,3,55000,Dealer,Diesel,Manual,22.1,1248.0,88.7,113.0,5.0,920000
Hyundai i20,Hyundai,i20,4,12000,Dealer,Petrol,Manual,18.6,1197.0,81.83,12.7,5.0,775000
Mahindra XUV500,Mahindra,XUV500,4,37000,Dealer,Diesel,Automatic,16.0,2179.0,140.0,24.0,7.0,1160000
Maruti Swift,Maruti,Swift,13,92000,Dealer,Diesel,Manual,17.8,1248.0,75.0,250.0,5.0,290000
Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Automatic,22.32,1582.0,126.32,250.0,5.0,550000
Volkswagen Polo,Volkswagen,Polo,8,120000,Individual,Diesel,Manual,22.07,1199.0,73.9,170.0,5.0,375000
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197.0,81.86,170.0,5.0,465000
Tata Tiago,Tata,Tiago,4,50000,Individual,Petrol,Manual,23.84,1199.0,84.0,24.0,5.0,400000
Skoda Rapid,Skoda,Rapid,6,47000,Dealer,Diesel,Manual,21.14,1498.0,108.6,170.0,5.0,495000
Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17.0,1591.0,121.3,24.0,5.0,995000
Mahindra Thar,Mahindra,Thar,3,15000,Individual,Diesel,Manual,16.55,1248.0,105.0,113.0,6.0,950000
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197.0,81.86,113.0,5.0,500000
Maruti Swift,Maruti,Swift,6,55000,Dealer,Petrol,Manual,22.0,1197.0,81.8,200.0,5.0,530000
Honda Amaze,Honda,Amaze,6,36000,Dealer,Petrol,Manual,18.0,1198.0,86.7,190.0,5.0,395000
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796.0,47.3,91.0,5.0,260000
Hyundai Tucson,Hyundai,Tucson,3,12000,Dealer,Petrol,Automatic,12.95,1999.0,152.88,190.0,5.0,1765000
Mahindra Scorpio,Mahindra,Scorpio,8,71000,Dealer,Diesel,Manual,14.0,2523.0,75.0,250.0,8.0,519000
BMW 3,BMW,3,10,70000,Dealer,Diesel,Automatic,16.07,1995.0,181.0,170.0,4.0,690000
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,25.32,1198.0,77.0,91.0,6.0,350000
Maruti Swift Dzire,Maruti,Swift Dzire,9,68600,Individual,Diesel,Manual,28.4,1248.0,74.02,12.7,5.0,360000
Hyundai i20,Hyundai,i20,2,15500,Dealer,Diesel,Manual,22.54,1396.0,88.73,250.0,5.0,940000
Hyundai i10,Hyundai,i10,10,102000,Dealer,Petrol,Automatic,16.95,1197.0,78.9,250.0,5.0,285000
Toyota Innova,Toyota,Innova,6,160000,Individual,Diesel,Manual,12.99,2494.0,100.6,190.0,7.0,1400000
Maruti Wagon R,Maruti,Wagon R,5,34500,Individual,Petrol,Manual,20.51,998.0,67.04,24.0,5.0,375000
Hyundai Verna,Hyundai,Verna,14,34000,Dealer,Petrol,Manual,13.9,1599.0,103.2,200.0,5.0,200000
Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998.0,67.04,91.0,5.0,400000
Maruti Swift,Maruti,Swift,6,70000,Individual,Diesel,Manual,25.2,1248.0,74.0,113.0,5.0,425000
Skoda Superb,Skoda,Superb,7,51000,Dealer,Diesel,Automatic,17.2,1968.0,138.08,12.7,5.0,850000
Mercedes-AMG C,Mercedes-AMG,C,4,24000,Dealer,Petrol,Automatic,11.9,2996.0,362.07,190.0,5.0,5100000
Ford Aspire,Ford,Aspire,2,50000,Individual,Diesel,Manual,26.1,1498.0,99.23,170.0,5.0,785000
Hyundai Grand,Hyundai,Grand,5,62214,Dealer,Diesel,Manual,24.0,1120.0,70.0,200.0,5.0,525000
Honda CR-V,Honda,CR-V,3,13868,Dealer,Petrol,Automatic,13.1,1997.0,141.1,113.0,5.0,3200000
Maruti Alto,Maruti,Alto,11,43000,Individual,Petrol,Manual,19.7,796.0,46.3,200.0,5.0,170000
Mahindra XUV500,Mahindra,XUV500,4,54212,Dealer,Diesel,Manual,16.0,2179.0,140.0,24.0,7.0,1350000
Audi A6,Audi,A6,9,64000,Dealer,Diesel,Automatic,17.68,1968.0,174.33,113.0,5.0,1650000
Maruti Swift Dzire,Maruti,Swift Dzire,4,75000,Dealer,Diesel,Manual,23.4,1248.0,74.0,12.7,5.0,745000
Maruti Ciaz,Maruti,Ciaz,2,27000,Dealer,Petrol,Manual,19.62,1373.0,91.1,113.0,5.0,848000
Renault KWID,Renault,KWID,6,68000,Dealer,Petrol,Manual,25.17,799.0,53.3,12.7,5.0,325000
Hyundai Grand,Hyundai,Grand,4,21065,Dealer,Petrol,Manual,18.9,1197.0,81.86,91.0,5.0,575000
Maruti Swift,Maruti,Swift,4,40000,Individual,Petrol,Manual,21.21,1197.0,81.8,190.0,5.0,540000
Hyundai i20,Hyundai,i20,3,11000,Dealer,Petrol,Manual,18.6,1197.0,81.83,113.0,5.0,795000
Maruti Ciaz,Maruti,Ciaz,4,67238,Dealer,Diesel,Manual,28.09,1248.0,88.5,250.0,5.0,675000
Volkswagen Polo,Volkswagen,Polo,8,100000,Individual,Diesel,Manual,22.07,1199.0,73.9,250.0,5.0,290000
Mahindra Bolero,Mahindra,Bolero,6,65211,Dealer,Diesel,Manual,15.96,2523.0,88.5,250.0,7.0,700000
BMW X3,BMW,X3,5,35000,Dealer,Diesel,Automatic,18.56,1995.0,88.5,113.0,5.0,3400000
Honda Civic,Honda,Civic,13,110000,Individual,Petrol,Manual,13.5,1799.0,130.0,24.0,5.0,400000
Maruti Swift,Maruti,Swift,2,30000,Individual,Petrol,Manual,21.21,1197.0,81.8,113.0,5.0,592000
Maruti Swift Dzire,Maruti,Swift Dzire,13,84500,Individual,Petrol,Manual,17.5,1197.0,85.8,24.0,5.0,200000
Hyundai Verna,Hyundai,Verna,6,40000,Dealer,Petrol,Manual,17.43,1396.0,105.5,24.0,5.0,580000
Mahindra Marazzo,Mahindra,Marazzo,3,41000,Individual,Diesel,Manual,17.3,1497.0,121.0,12.7,7.0,1050000
Toyota Camry,Toyota,Camry,7,53000,Dealer,Petrol,Automatic,12.98,2494.0,178.3,170.0,5.0,1099000
Maruti Swift,Maruti,Swift,5,100000,Individual,Diesel,Manual,25.2,1248.0,74.0,24.0,5.0,600000
Tata Tiago,Tata,Tiago,2,6500,Individual,Petrol,Manual,23.84,1199.0,84.0,190.0,5.0,500000
Maruti Ciaz,Maruti,Ciaz,4,31400,Dealer,Diesel,Manual,28.09,1248.0,88.5,200.0,5.0,785000
Hyundai Verna,Hyundai,Verna,6,115958,Dealer,Diesel,Manual,22.32,1582.0,126.3,200.0,5.0,550000
Hyundai Grand,Hyundai,Grand,6,147000,Individual,Diesel,Manual,24.0,1120.0,70.0,91.0,5.0,350000
Toyota Innova,Toyota,Innova,3,48000,Dealer,Petrol,Automatic,10.75,2694.0,163.7,113.0,7.0,1790000
Maruti S-Presso,Maruti,S-Presso,1,4500,Individual,Petrol,Manual,21.7,998.0,67.0,200.0,5.0,550000
Renault KWID,Renault,KWID,4,20000,Dealer,Petrol,Manual,23.01,999.0,67.0,200.0,5.0,375000
Volkswagen Polo,Volkswagen,Polo,7,51000,Dealer,Diesel,Manual,20.14,1498.0,88.8,200.0,5.0,395000
Hyundai i20,Hyundai,i20,8,64735,Dealer,Diesel,Manual,19.62,1396.0,88.76,170.0,5.0,325000
Maruti Swift Dzire,Maruti,Swift Dzire,4,40000,Individual,Petrol,Automatic,22.0,1197.0,81.8,250.0,5.0,623000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,4,38000,Dealer,Diesel,Automatic,17.9,2143.0,170.0,170.0,5.0,3675000
Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26.0,1498.0,98.6,200.0,5.0,550000
Hyundai Santro,Hyundai,Santro,13,69000,Dealer,Petrol,Manual,17.92,1086.0,62.1,200.0,5.0,125000
Maruti Ertiga,Maruti,Ertiga,2,25000,Individual,Diesel,Manual,25.47,1248.0,88.5,24.0,7.0,1100000
Land Rover Rover,Land Rover,Rover,5,80000,Dealer,Diesel,Automatic,12.65,2993.0,255.0,250.0,5.0,5950000
Audi A4,Audi,A4,3,34500,Individual,Diesel,Automatic,18.25,1968.0,187.74,190.0,5.0,3000000
Hyundai i20,Hyundai,i20,12,88000,Dealer,Petrol,Manual,18.5,1197.0,80.0,200.0,5.0,275000
Hyundai i20,Hyundai,i20,9,40000,Individual,Diesel,Manual,21.27,1396.0,88.76,200.0,5.0,570000
Hyundai Venue,Hyundai,Venue,2,20000,Individual,Petrol,Automatic,18.15,998.0,118.35,113.0,5.0,1050000
Honda WR-V,Honda,WR-V,2,9900,Dealer,Diesel,Manual,25.5,1498.0,98.6,250.0,5.0,990000
Maruti Swift,Maruti,Swift,6,60000,Individual,Diesel,Manual,25.2,1248.0,74.0,200.0,5.0,390000
Hyundai Verna,Hyundai,Verna,2,9100,Dealer,Diesel,Manual,22.0,1582.0,126.2,250.0,5.0,1325000
Maruti Ertiga,Maruti,Ertiga,6,49000,Dealer,Cng,Manual,26.08,1248.0,91.19,113.0,7.0,650000
Renault Duster,Renault,Duster,5,62000,Individual,Diesel,Manual,19.87,1461.0,83.8,250.0,5.0,700000
Maruti Ertiga,Maruti,Ertiga,2,7000,Individual,Petrol,Manual,19.34,1462.0,103.0,113.0,7.0,850000
Mahindra Bolero,Mahindra,Bolero,4,50000,Individual,Diesel,Manual,15.96,1248.0,63.0,113.0,9.0,670000
Land Rover Rover,Land Rover,Rover,6,104000,Dealer,Diesel,Automatic,12.65,2993.0,296.0,190.0,5.0,5650000
Maruti Ertiga,Maruti,Ertiga,6,40000,Dealer,Diesel,Manual,19.62,1248.0,88.5,113.0,7.0,800000
Ford Aspire,Ford,Aspire,5,80000,Individual,Diesel,Manual,25.83,1498.0,99.0,24.0,5.0,549000
Maruti Swift,Maruti,Swift,7,54000,Dealer,Petrol,Manual,22.0,1197.0,81.8,200.0,5.0,365000
Maruti Ertiga,Maruti,Ertiga,8,94000,Dealer,Diesel,Manual,20.77,1248.0,88.76,170.0,7.0,585000
Volkswagen Vento,Volkswagen,Vento,8,100000,Dealer,Diesel,Manual,20.34,1498.0,103.2,200.0,5.0,399000
Hyundai i20,Hyundai,i20,8,105000,Individual,Petrol,Manual,18.5,1197.0,82.85,91.0,5.0,290000
Ford Ecosport,Ford,Ecosport,5,76000,Individual,Diesel,Manual,22.77,1498.0,98.59,113.0,5.0,725000
Hyundai Creta,Hyundai,Creta,5,40000,Individual,Diesel,Manual,21.38,1396.0,88.7,24.0,5.0,775000
Maruti Vitara,Maruti,Vitara,4,30000,Individual,Diesel,Manual,24.3,1248.0,88.5,113.0,5.0,850000
Ford Ecosport,Ford,Ecosport,2,67000,Individual,Diesel,Manual,23.0,1498.0,98.96,24.0,5.0,979000
Honda City,Honda,City,6,34277,Dealer,Petrol,Manual,17.8,1497.0,117.3,12.7,5.0,575000
Maruti Swift Dzire,Maruti,Swift Dzire,4,80000,Individual,Diesel,Manual,28.4,1248.0,74.02,91.0,5.0,650000
Mahindra Scorpio,Mahindra,Scorpio,7,80000,Individual,Diesel,Manual,12.05,2179.0,120.0,250.0,8.0,555000
Maruti Baleno,Maruti,Baleno,5,55368,Dealer,Diesel,Manual,27.39,1248.0,74.0,113.0,5.0,690000
Mahindra XUV500,Mahindra,XUV500,3,23000,Individual,Diesel,Manual,15.1,2179.0,155.0,24.0,7.0,1600000
