car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Maruti Ertiga,Maruti,Ertiga,6,40000,Dealer,Petrol,Manual,19.34 kmpl,1462 CC,103.0 bhp,24@ 1900(kgm@ rpm),7.0,675000
Honda Amaze,Honda,Amaze,5,34000,Dealer,Petrol,Manual,18.0 kmpl,1198 CC,86.7 bhp,,5.0,500000
Hyundai Verna,Hyundai,Verna,3,20000,  Individual ,Petrol,Manual,17.0 kmpl,1591 CC,121.3 bhp,250Nm@ 1500-2500rpm,5.0,1150000
Toyota Innova,Toyota,Innova,5,186000,DEALER,Diesel,Automatic,11.36 kmpl,2755 CC,171.5 bhp,"12.7@ 2,700(kgm@ rpm)",,1350000
Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,91Nm@ 3500rpm,5.0,889000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,57000,  Dealer ,Petrol,Manual,11.7 kmpl,1796 CC,178.0 bhp,113Nm@ 4000rpm,5.0,425000
Maruti Wagon R,Maruti,Wagon R,3,45000,Individual,  CNG ,Manual,26.6 km/kg,998 CC,58.16 bhp,250Nm@ 1500-2500rpm,5.0,420000
Volvo XC90,Volvo,XC90,3,33000,DEALER,diesel,Automatic,17.2 kmpl,1969 CC,235.0 bhp,24@ 1900(kgm@ rpm),7.0,5499000
Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26.0 kmpl,1498 CC,,170Nm@ 1800-2400rpm,5.0,525000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,40000,Dealer,Diesel,Automatic,19.71 kmpl,2143 CC,201.15 bhp,113Nm@ 4000rpm,5.0,2850000
Maruti Vitara,Maruti,Vitara,4,55000,individual,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,970000
Maruti Swift,Maruti,Swift,2,8000,Individual,petrol,Manual,21.21 kmpl,1197 CC,81.8 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,539000
Maruti Swift Dzire,Maruti,Swift Dzire,4,3700,Dealer,  Petrol ,Automatic,21.21 kmpl,1197 CC,81.8 bhp,200Nm@ 1750rpm,5.0,745000
Toyota Innova,Toyota,Innova,8,66758,Dealer,  Diesel ,Manual,12.8 kmpl,2494 CC,102.0 bhp,190Nm@ 2000rpm,7.0,750000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,33999,  Dealer ,  Petrol ,Manual,12.3 kmpl,1796 CC,185.0 bhp,170Nm@ 1800-2400rpm,5.0,1350000
Hyundai i20,Hyundai,i20,12,46025,Dealer,PETROL,Manual,17.0 kmpl,1197 CC,80.0 bhp,91Nm@ 3500rpm,5.0,325000
Volkswagen Polo,Volkswagen,Polo,7,17205,  Dealer ,PETROL,Manual,16.47 kmpl,1198 CC,74.0 bhp,113Nm@ 4000rpm,5.0,450000
Ford Figo,Ford,Figo,10,150000,Individual,Diesel,Manual,20.0 kmpl,1399 CC,68.0 bhp,250Nm@ 1500-2500rpm,5.0,250000
Tata Safari,Tata,Safari,10,120000,Individual,Diesel,Manual,13.93 kmpl,2179 CC,138.0 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,250000
Maruti Ignis,Maruti,Ignis,2,9343,Dealer,petrol,Automatic,20.89 kmpl,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,600000
Maruti Ertiga,Maruti,Ertiga,4,100000,Individual,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,170Nm@ 1800-2400rpm,7.0,800000
Renault Duster,Renault,Duster,6,80000,INDIVIDUAL,  Diesel ,Manual,20.45 kmpl,1461 CC,83.8 bhp,24@ 1900(kgm@ rpm),5.0,630000
Ford Figo,Ford,Figo,9,60000,Individual,Diesel,Manual,20.0 kmpl,1399 CC,68.0 bhp,113Nm@ 4000rpm,5.0,265000
Honda City,Honda,City,13,110000,Individual,PETROL,Manual,17.0 kmpl,1497 CC,118.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,175000
Maruti Swift,Maruti,Swift,5,40000,Individual,diesel,Manual,25.2 kmpl,1248 CC,74.0 bhp,113Nm@ 4000rpm,5.0,630000
Mahindra Bolero,Mahindra,Bolero,9,100000,INDIVIDUAL,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,113Nm@ 4000rpm,7.0,400000
Hyundai i20,Hyundai,i20,1,20000,Individual,Petrol,Manual,20.35 kmpl,1197 CC,81.86 bhp,113Nm@ 4000rpm,5.0,640000
Hyundai i20,Hyundai,i20,8,80000,INDIVIDUAL,Petrol,Manual,18.5 kmpl,1197 CC,82.85 bhp,113Nm@ 4000rpm,5.0,400000
Maruti Alto,Maruti,Alto,4,5914,Dealer,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,250Nm@ 1500-2500rpm,5.0,345000
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,DIESEL,Manual,15.4 kmpl,1997 CC,120.0 bhp,91Nm@ 3500rpm,7.0,900000
Hyundai i10,Hyundai,i10,10,40258,Dealer,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,24@ 1900(kgm@ rpm),5.0,230000
Hyundai i20,Hyundai,i20,2,12000,individual,Petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,113Nm@ 4000rpm,5.0,700000
Hyundai Grand,Hyundai,Grand,6,25000,dealer,Petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,113Nm@ 4000rpm,5.0,475000
Maruti Wagon R,Maruti,Wagon R,2,11400,  Dealer ,Petrol,Manual,20.52 kmpl,1197 CC,81.8 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,490000
Maruti Alto,Maruti,Alto,11,50000,individual,petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,113Nm@ 4000rpm,5.0,140000
Honda Amaze,Honda,Amaze,2,10250,DEALER,PETROL,Manual,19.5 kmpl,1199 CC,88.76 bhp,200Nm@ 1750rpm,5.0,680000
Ford Figo,Ford,Figo,11,114231,dealer,Petrol,Manual,,1196 CC,70.0 bhp,91Nm@ 3500rpm,5.0,249000
Mahindra XUV500,Mahindra,XUV500,3,21000,Dealer,Diesel,Manual,15.1 kmpl,2179 CC,152.87 bhp,170Nm@ 1800-2400rpm,7.0,1325000
Maruti Swift Dzire,Maruti,Swift Dzire,6,57000,Dealer,Diesel,Manual,26.59 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,5.0,525000
Mahindra Thar,Mahindra,Thar,2,12800,Individual,Diesel,Manual,16.55 kmpl,2498 CC,105.0 bhp,91Nm@ 3500rpm,6.0,999000
Hyundai Verna,Hyundai,Verna,13,11400,Dealer,DIESEL,Manual,22.32 kmpl,1582 CC,126.32 bhp,91Nm@ 3500rpm,5.0,170000
Maruti Vitara,Maruti,Vitara,4,80000,Individual,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,250Nm@ 1500-2500rpm,5.0,600000
Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,diesel,Manual,26.59 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,500000
Hyundai i10,Hyundai,i10,8,32000,Individual,petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,,5.0,265000
Honda City,Honda,City,7,51000,Dealer,DIESEL,Manual,24.1 kmpl,1498 CC,97.9 bhp,113Nm@ 4000rpm,5.0,490000
Hyundai Creta,Hyundai,Creta,3,22000,Dealer,Diesel,Manual,22.1 kmpl,1396 CC,88.7 bhp,113Nm@ 4000rpm,5.0,1015000
Maruti Alto,Maruti,Alto,7,64531,Dealer,Petrol,Manual,23.95 kmpl,,67.05 bhp,,5.0,355000
Honda City,Honda,City,8,80400,Dealer,Petrol,Automatic,16.8 kmpl,1497 CC,,113Nm@ 4000rpm,5.0,550000
Volkswagen Polo,Volkswagen,Polo,7,51200,DEALER,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,535000
Hyundai Venue,Hyundai,Venue,2,34000,Dealer,PETROL,Automatic,,998 CC,118.35 bhp,250Nm@ 1500-2500rpm,5.0,1050000
Maruti Swift Dzire,Maruti,Swift Dzire,5,58000,Dealer,petrol,Manual,20.85 kmpl,1197 CC,83.14 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,440000
Skoda Rapid,Skoda,Rapid,6,27000,DEALER,petrol,Manual,15.0 kmpl,1598 CC,103.6 bhp,113Nm@ 4000rpm,5.0,525000
Maruti Baleno,Maruti,Baleno,1,7124,Individual,petrol,Manual,21.01 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,643000
Hyundai Grand,Hyundai,Grand,5,71900,dealer,Diesel,Manual,24.0 kmpl,,70.0 bhp,,5.0,490000
Mahindra Scorpio,Mahindra,Scorpio,6,82000,DEALER,Diesel,Manual,15.4 kmpl,2179 CC,120.0 bhp,190Nm@ 2000rpm,8.0,925000
Toyota Innova,Toyota,Innova,9,187031,Dealer,Diesel,Manual,12.99 kmpl,2494 CC,100.0 bhp,170Nm@ 1800-2400rpm,8.0,525000
Volkswagen Polo,Volkswagen,Polo,6,81544,  Dealer ,Petrol,Automatic,17.21 kmpl,1197 CC,103.6 bhp,190Nm@ 2000rpm,5.0,685000
Honda Amaze,Honda,Amaze,5,40000,Individual,Petrol,Automatic,15.5 kmpl,1198 CC,86.7 bhp,91Nm@ 3500rpm,5.0,400000
Toyota Fortuner,Toyota,Fortuner,4,40000,Individual,Petrol,Automatic,10.26 kmpl,2694 CC,163.7 bhp,170Nm@ 1800-2400rpm,7.0,2600000
Maruti Celerio,Maruti,Celerio,5,25000,individual,PETROL,Automatic,23.1 kmpl,,67.04 bhp,,5.0,480000
Maruti Ciaz,Maruti,Ciaz,4,46991,Dealer,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,113Nm@ 4000rpm,5.0,703000
Toyota Innova,Toyota,Innova,9,85000,Dealer,diesel,Manual,12.8 kmpl,2494 CC,102.0 bhp,250Nm@ 1500-2500rpm,8.0,750000
Ford Figo,Ford,Figo,9,120000,Individual,Diesel,Manual,20.0 kmpl,1399 CC,68.0 bhp,91Nm@ 3500rpm,5.0,250000
Volkswagen Polo,Volkswagen,Polo,2,9000,  Dealer ,Petrol,Manual,18.78 kmpl,999 CC,75.0 bhp,91Nm@ 3500rpm,5.0,649000
Hyundai i20,Hyundai,i20,9,45000,Individual,PETROL,Manual,18.5 kmpl,1197 CC,80.0 bhp,190Nm@ 2000rpm,5.0,295000
Maruti Alto,Maruti,Alto,2,8000,Dealer,Petrol,Automatic,23.95 kmpl,998 CC,67.05 bhp,,5.0,415000
Maruti Swift,Maruti,Swift,6,38000,Dealer,Petrol,Manual,21.21 kmpl,1197 CC,81.8 bhp,24@ 1900(kgm@ rpm),5.0,450000
Maruti Swift Dzire,Maruti,Swift Dzire,2,60000,  Individual ,Petrol,Manual,21.21 kmpl,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,525000
Hyundai Grand,Hyundai,Grand,5,13000,Dealer,Petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,190Nm@ 2000rpm,5.0,455000
Maruti Celerio,Maruti,Celerio,5,62000,  Dealer ,Petrol,Automatic,23.1 kmpl,998 CC,67.04 bhp,250Nm@ 1500-2500rpm,5.0,470000
Volkswagen Vento,Volkswagen,Vento,9,58000,Dealer,Petrol,Manual,15.04 kmpl,1598 CC,103.6 bhp,190Nm@ 2000rpm,5.0,285000
Hyundai Grand,Hyundai,Grand,6,66916,Dealer,Petrol,Automatic,18.9 kmpl,1197 CC,82.0 bhp,113Nm@ 4000rpm,5.0,550000
Maruti Swift,Maruti,Swift,3,18000,  Individual ,  Petrol ,Manual,22.0 kmpl,1197 CC,81.8 bhp,170Nm@ 1800-2400rpm,5.0,580000
Maruti Swift,Maruti,Swift,9,80000,Individual,DIESEL,Manual,22.9 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,340000
Honda Jazz,Honda,Jazz,5,37000,Dealer,  Petrol ,Automatic,19.0 kmpl,1199 CC,88.7 bhp,170Nm@ 1800-2400rpm,5.0,645000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,69550,  Dealer ,Diesel,Automatic,,2143 CC,170.0 bhp,200Nm@ 1750rpm,5.0,1295000
Maruti Celerio,Maruti,Celerio,5,22169,Dealer,Petrol,Automatic,,998 CC,67.04 bhp,24@ 1900(kgm@ rpm),5.0,490000
Maruti Ertiga,Maruti,Ertiga,4,19000,DEALER,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,875000
Maruti Vitara,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,250Nm@ 1500-2500rpm,,750000
Maruti Baleno,Maruti,Baleno,3,33000,Dealer,Petrol,Manual,21.01 kmpl,1197 CC,81.8 bhp,91Nm@ 3500rpm,5.0,730000
Mahindra KUV100,Mahindra,KUV100,5,51630,Dealer,diesel,Manual,25.32 kmpl,1198 CC,77.0 bhp,250Nm@ 1500-2500rpm,6.0,245000
Honda City,Honda,City,7,68000,Dealer,diesel,Manual,25.1 kmpl,1498 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,645000
Maruti Alto,Maruti,Alto,12,90000,Individual,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,91Nm@ 3500rpm,5.0,110000
BMW 3,BMW,3,11,95000,DEALER,Diesel,Automatic,13.2 kmpl,1995 CC,,190Nm@ 2000rpm,5.0,1040000
Hyundai Verna,Hyundai,Verna,11,25000,individual,  Diesel ,Manual,16.2 kmpl,1493 CC,110.0 bhp,113Nm@ 4000rpm,5.0,300000
Toyota Camry,Toyota,Camry,5,86000,Dealer,Petrol,Automatic,19.16 kmpl,2494 CC,158.2 bhp,91Nm@ 3500rpm,5.0,1995000
Maruti Wagon R,Maruti,Wagon R,3,53237,Trustmark Dealer,CNG,Manual,26.6 km/kg,998 CC,58.16 bhp,190Nm@ 2000rpm,5.0,410000
Hyundai Creta,Hyundai,Creta,4,85000,DEALER,DIESEL,Manual,22.1 kmpl,1396 CC,88.7 bhp,190Nm@ 2000rpm,5.0,825000
Maruti Swift,Maruti,Swift,9,100000,  Individual ,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,200Nm@ 1750rpm,5.0,425000
Toyota Innova,Toyota,Innova,6,70000,  Individual ,diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,250Nm@ 1500-2500rpm,7.0,1500000
Maruti Ertiga,Maruti,Ertiga,8,30000,dealer,PETROL,Manual,16.02 kmpl,1373 CC,93.7 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,400000
Maruti Swift,Maruti,Swift,4,75000,Individual,Petrol,Manual,20.4 kmpl,1197 CC,83.11 bhp,91Nm@ 3500rpm,5.0,475000
Maruti Swift Dzire,Maruti,Swift Dzire,6,104000,Dealer,DIESEL,Manual,28.4 kmpl,,74.02 bhp,,5.0,395000
Maruti Ertiga,Maruti,Ertiga,5,10000,Individual,Petrol,Manual,17.5 kmpl,1373 CC,91.1 bhp,24@ 1900(kgm@ rpm),7.0,750000
Maruti Swift,Maruti,Swift,8,45000,DEALER,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,170Nm@ 1800-2400rpm,5.0,500000
Mahindra Bolero,Mahindra,Bolero,5,100000,INDIVIDUAL,DIESEL,Manual,15.96 kmpl,2523 CC,,190Nm@ 2000rpm,7.0,600000
Toyota Camry,Toyota,Camry,4,34000,DEALER,  Petrol ,Automatic,19.16 kmpl,2494 CC,157.7 bhp,113Nm@ 4000rpm,5.0,2400000
Datsun GO,Datsun,GO,7,40000,Individual,  Petrol ,Manual,20.63 kmpl,,67.0 bhp,,5.0,225000
Maruti Wagon R,Maruti,Wagon R,7,20903,DEALER,CNG,Manual,32.52 km/kg,998 CC,58.33 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,410000
Hyundai i20,Hyundai,i20,6,35000,individual,diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,24@ 1900(kgm@ rpm),5.0,600000
Skoda Superb,Skoda,Superb,5,20000,  Individual ,PETROL,Manual,14.12 kmpl,1798 CC,177.46 bhp,24@ 1900(kgm@ rpm),5.0,1500000
Toyota Innova,Toyota,Innova,6,78000,Dealer,  Diesel ,Manual,12.99 kmpl,2494 CC,100.6 bhp,113Nm@ 4000rpm,8.0,1030000
Honda Amaze,Honda,Amaze,5,46000,Dealer,Petrol,Manual,18.0 kmpl,1198 CC,86.7 bhp,24@ 1900(kgm@ rpm),5.0,425000
Ford Ecosport,Ford,Ecosport,6,42000,dealer,Petrol,Automatic,14.7 kmpl,1496 CC,,170Nm@ 1800-2400rpm,5.0,650000
Ford Ecosport,Ford,Ecosport,3,24000,DEALER,Petrol,Automatic,14.8 kmpl,1497 CC,121.36 bhp,200Nm@ 1750rpm,5.0,970000
Toyota Innova,Toyota,Innova,4,110000,Dealer,Diesel,Automatic,11.36 kmpl,2755 CC,171.5 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,1600000
Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,24@ 1900(kgm@ rpm),5.0,349000
Volkswagen Polo,Volkswagen,Polo,6,61000,dealer,diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,250Nm@ 1500-2500rpm,5.0,625000
Renault Duster,Renault,Duster,5,118500,Individual,Diesel,Manual,19.72 kmpl,1461 CC,108.45 bhp,250Nm@ 1500-2500rpm,5.0,943000
Ford Ecosport,Ford,Ecosport,3,22506,Dealer,PETROL,Manual,17.0 kmpl,1497 CC,121.31 bhp,250Nm@ 1500-2500rpm,5.0,945000
Hyundai i10,Hyundai,i10,11,49700,dealer,Petrol,Automatic,19.2 kmpl,1197 CC,80.0 bhp,250Nm@ 1500-2500rpm,5.0,342000
Renault KWID,Renault,KWID,4,13800,Individual,PETROL,Manual,23.01 kmpl,999 CC,67.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,360000
Maruti S-Presso,Maruti,S-Presso,1,1200,Individual,Petrol,Manual,21.7 kmpl,,67.0 bhp,,5.0,500000
Tata Tiago,Tata,Tiago,3,15000,Individual,  Petrol ,Manual,23.84 kmpl,1199 CC,84.0 bhp,24@ 1900(kgm@ rpm),5.0,450000
Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,170Nm@ 1800-2400rpm,5.0,625000
Hyundai Verna,Hyundai,Verna,7,80000,Individual,PETROL,Automatic,17.1 kmpl,1591 CC,121.4 bhp,190Nm@ 2000rpm,5.0,630000
Hyundai i10,Hyundai,i10,10,82000,Dealer,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,170Nm@ 1800-2400rpm,5.0,320000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,77000,Dealer,Diesel,Automatic,14.84 kmpl,2143 CC,167.62 bhp,91Nm@ 3500rpm,5.0,1450000
Honda City,Honda,City,11,57000,Dealer,Petrol,Manual,17.0 kmpl,1497 CC,118.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,295000
Maruti Swift,Maruti,Swift,7,75000,Dealer,Diesel,Manual,17.8 kmpl,1248 CC,75.0 bhp,113Nm@ 4000rpm,5.0,470000
Maruti Alto,Maruti,Alto,5,16000,Dealer,petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,250Nm@ 1500-2500rpm,5.0,325000
BMW X1,BMW,X1,3,39000,Dealer,Diesel,Automatic,20.68 kmpl,1995 CC,,170Nm@ 1800-2400rpm,5.0,2900000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,76500,Dealer,  Diesel ,Automatic,14.84 kmpl,,170.0 bhp,,5.0,1490000
Maruti Baleno,Maruti,Baleno,3,20000,Individual,petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,570000
Toyota Innova,Toyota,Innova,4,55000,DEALER,DIESEL,Manual,13.68 kmpl,2393 CC,,250Nm@ 1500-2500rpm,7.0,1450000
Toyota Innova,Toyota,Innova,10,180000,Individual,  Diesel ,Manual,12.8 kmpl,2494 CC,,"12.7@ 2,700(kgm@ rpm)",7.0,660000
Skoda Rapid,Skoda,Rapid,8,70000,  Individual ,Diesel,Manual,20.5 kmpl,1598 CC,103.5 bhp,24@ 1900(kgm@ rpm),5.0,410000
Mahindra Bolero,Mahindra,Bolero,9,63497,Individual,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,91Nm@ 3500rpm,7.0,396000
Honda Amaze,Honda,Amaze,8,70400,Dealer,Petrol,Manual,18.6 kmpl,1199 CC,88.76 bhp,113Nm@ 4000rpm,5.0,415000
Hyundai Verna,Hyundai,Verna,2,9000,Dealer,DIESEL,Manual,23.9 kmpl,,126.2 bhp,,5.0,950000
Skoda Superb,Skoda,Superb,10,71000,Dealer,Petrol,Automatic,13.7 kmpl,1798 CC,157.75 bhp,113Nm@ 4000rpm,5.0,465000
Hyundai Verna,Hyundai,Verna,3,8143,  Individual ,Petrol,Manual,19.1 kmpl,1368 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,930000
Hyundai Grand,Hyundai,Grand,4,56000,Dealer,  Petrol ,Manual,18.9 kmpl,1197 CC,81.86 bhp,250Nm@ 1500-2500rpm,5.0,565000
Maruti Wagon R,Maruti,Wagon R,6,41559,Dealer,Petrol,Manual,21.5 kmpl,1197 CC,81.8 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,350000
Honda Amaze,Honda,Amaze,7,58500,Dealer,  Diesel ,Manual,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,348000
Tata Hexa,Tata,Hexa,4,110000,Individual,diesel,Manual,17.6 kmpl,2179 CC,153.86 bhp,170Nm@ 1800-2400rpm,7.0,990000
Hyundai i20,Hyundai,i20,6,72000,  Dealer ,Diesel,Manual,21.27 kmpl,1396 CC,88.76 bhp,170Nm@ 1800-2400rpm,5.0,580000
Maruti Alto,Maruti,Alto,11,40000,INDIVIDUAL,Petrol,Manual,20.92 kmpl,998 CC,,250Nm@ 1500-2500rpm,5.0,250000
Hyundai i20,Hyundai,i20,4,37015,dealer,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,695000
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Individual,petrol,Manual,21.21 kmpl,1197 CC,81.8 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,550000
BMW 5,BMW,5,8,25500,DEALER,diesel,Automatic,16.73 kmpl,2993 CC,218.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,2395000
Maruti Swift,Maruti,Swift,7,70000,Individual,Diesel,Manual,25.2 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,5.0,390000
Audi A4,Audi,A4,11,82000,Dealer,PETROL,Automatic,12.3 kmpl,1781 CC,163.2 bhp,200Nm@ 1750rpm,5.0,750000
Hyundai Verna,Hyundai,Verna,2,14000,Dealer,diesel,Automatic,22.0 kmpl,1582 CC,126.2 bhp,190Nm@ 2000rpm,5.0,1250000
Hyundai i10,Hyundai,i10,5,34355,Dealer,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,455000
Renault KWID,Renault,KWID,5,25000,Individual,petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,91Nm@ 3500rpm,5.0,240000
Maruti Wagon R,Maruti,Wagon R,2,6000,Dealer,Petrol,Manual,,1197 CC,81.8 bhp,200Nm@ 1750rpm,5.0,500000
Hyundai i20,Hyundai,i20,5,50000,individual,Diesel,Manual,22.54 kmpl,1396 CC,,24@ 1900(kgm@ rpm),5.0,650000
Hyundai i20,Hyundai,i20,1,20000,  Individual ,Petrol,Automatic,19.65 kmpl,1197 CC,86.8 bhp,24@ 1900(kgm@ rpm),5.0,700000
Maruti Swift Dzire,Maruti,Swift Dzire,4,50000,Individual,Diesel,Automatic,28.4 kmpl,1248 CC,74.02 bhp,250Nm@ 1500-2500rpm,5.0,850000
Renault Duster,Renault,Duster,6,81645,Dealer,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,650000
Honda City,Honda,City,7,233000,individual,Diesel,Manual,25.1 kmpl,1498 CC,98.6 bhp,170Nm@ 1800-2400rpm,5.0,500000
Honda CR-V,Honda,CR-V,17,87000,DEALER,Petrol,Automatic,13.7 kmpl,1997 CC,153.86 bhp,91Nm@ 3500rpm,5.0,450000
Honda WR-V,Honda,WR-V,4,79000,DEALER,PETROL,Manual,17.5 kmpl,1199 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,715000
Maruti Wagon R,Maruti,Wagon R,10,64000,Dealer,CNG,Manual,26.2 km/kg,998 CC,58.2 bhp,,5.0,225000
Hyundai Verna,Hyundai,Verna,3,50000,  Individual ,Diesel,Automatic,22.0 kmpl,1582 CC,126.2 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1050000
Volkswagen Polo,Volkswagen,Polo,7,62051,Dealer,Diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,200Nm@ 1750rpm,5.0,435000
Skoda Superb,Skoda,Superb,7,36000,Dealer,  Petrol ,Automatic,13.7 kmpl,1798 CC,157.75 bhp,113Nm@ 4000rpm,5.0,1099000
Mahindra Bolero,Mahindra,Bolero,3,30000,Individual,diesel,Manual,16.5 kmpl,1493 CC,70.0 bhp,91Nm@ 3500rpm,7.0,750000
Maruti Swift,Maruti,Swift,10,100000,Individual,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,200Nm@ 1750rpm,5.0,325000
Maruti Baleno,Maruti,Baleno,2,13500,Individual,Petrol,Manual,21.01 kmpl,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,578000
Audi A4,Audi,A4,9,85250,DEALER,DIESEL,Automatic,16.55 kmpl,,140.0 bhp,,5.0,1295000
Hyundai Elantra,Hyundai,Elantra,8,80000,Individual,Petrol,Automatic,14.5 kmpl,1797 CC,147.5 bhp,200Nm@ 1750rpm,5.0,750000
Ford Ecosport,Ford,Ecosport,7,71425,Dealer,Diesel,Manual,22.7 kmpl,1498 CC,89.84 bhp,113Nm@ 4000rpm,5.0,571000
Toyota Innova,Toyota,Innova,8,70000,Individual,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1750rpm,8.0,700000
Toyota Innova,Toyota,Innova,6,140000,  Dealer ,Diesel,Manual,12.8 kmpl,2494 CC,102.0 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,875000
Ford Figo,Ford,Figo,11,68176,Dealer,Diesel,Manual,20.0 kmpl,1399 CC,68.05 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,275000
Hyundai i20,Hyundai,i20,4,70000,individual,diesel,Manual,21.19 kmpl,1396 CC,88.73 bhp,200Nm@ 1750rpm,5.0,850000
Honda City,Honda,City,7,120000,Individual,diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,113Nm@ 4000rpm,5.0,450000
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Dealer,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,250Nm@ 1500-2500rpm,5.0,675000
Skoda Rapid,Skoda,Rapid,3,60000,Dealer,diesel,Automatic,21.72 kmpl,1498 CC,108.6 bhp,190Nm@ 2000rpm,5.0,990000
Mahindra Scorpio,Mahindra,Scorpio,11,120000,Individual,Diesel,Automatic,11.79 kmpl,,,,8.0,515000
